Source,Target,GoldsteinScale
,REB,7.0
,,3.0
GOV,GOV,8.0
,MIL,-5.0
,REB,7.0
LEG,,1.9
,LEG,2.8
,LEG,-5.0
,MED,5.0
,CVL,-10.0
REB,,1.9
,REB,2.8
MED,,5.0
REB,,-4.0
,MIL,8.0
ELI,REB,-2.0
,UAF,3.4
GOV,,0.0
,CVL,1.9
,GOV,5.0
GOV,,3.0
CVL,,2.8
GOV,,1.0
,MED,-4.4
,REB,-10.0
,REB,-2.0
,EDU,7.0
,REB,4.0
LEG,,5.0
REB,,-4.0
BUS,,0.0
,REB,3.0
,OPP,-10.0
LEG,REB,-0.4
,REB,-0.4
,REB,7.0
REB,,1.0
,REB,1.0
GOV,,2.8
,GOV,-5.0
,GOV,1.9
GOV,,3.0
,,7.0
,,3.0
MIL,,0.0
LEG,,4.0
LEG,,2.8
,LEG,1.9
,REB,7.0
,CVL,-4.0
,,3.0
GOV,REB,8.0
,HLH,4.0
REB,,7.0
REB,GOV,8.0
REB,,-4.0
,,4.0
,REB,7.0
,,4.0
GOV,REB,0.0
HLH,,4.0
REB,,-2.0
LEG,REB,-4.4
,LEG,3.0
GOV,,3.0
REB,,8.0
,REB,-2.0
,REB,8.0
,REB,-4.4
REB,,1.0
GOV,,3.0
,REB,3.5
,,-10.0
LEG,REB,-4.4
,REB,-2.0
,REB,8.0
,GOV,3.4
GOV,,4.0
,GOV,1.0
,HLH,1.9
,GOV,-7.2
,CVL,2.8
CVL,,1.9
,,-10.0
HLH,,0.0
REB,,8.0
GOV,,-10.0
HLH,MED,0.0
GOV,,1.9
,GOV,2.8
HLH,,2.8
,OPP,-10.0
REB,REB,-2.0
,CVL,-9.5
,CVL,-9.5
REB,HLH,-2.0
,LEG,7.0
LEG,,7.0
GOV,,-5.0
,,-9.0
GOV,,3.5
GOV,,6.0
JUD,,0.4
,,4.0
,MED,-2.0
MED,,-2.0
CVL,,-2.0
,REB,8.0
MED,,7.0
LEG,,0.0
,GOV,4.0
GOV,,6.0
REB,,4.0
OPP,,0.0
REB,,4.0
,REB,-2.0
LEG,,7.0
GOV,,3.5
LEG,,-2.0
ELI,MED,7.0
,REB,4.0
,REB,4.0
,REB,0.0
,LEG,7.0
REB,,8.0
GOV,GOV,-5.0
GOV,,7.0
,GOV,3.4
,MED,7.0
COP,,-5.0
MED,ELI,7.0
MED,,0.0
,REB,3.0
GOV,,4.0
ELI,REB,3.0
JUD,,3.0
,GOV,-2.0
GOV,GOV,1.9
CVL,,4.0
,GOV,1.9
REB,GOV,1.0
GOV,GOV,2.8
GOV,,2.8
,REB,3.0
GOV,,1.0
EDU,,1.9
,CVL,4.0
,BUS,-2.0
REB,,-2.0
,REB,1.0
REB,,1.0
LEG,REB,-2.0
BUS,,1.0
COP,,-9.0
,ELI,-2.0
,ELI,1.0
GOV,,4.0
,GOV,-4.0
MIL,,3.0
OPP,,1.0
GOV,,4.0
GOV,,3.0
,EDU,2.8
,MED,-10.0
GOV,,4.0
EDU,,3.4
REB,,8.0
,GOV,1.0
,REB,-0.4
,GOV,4.0
GOV,,2.8
,GOV,-4.0
,GOV,-4.0
,GOV,1.9
,REB,3.0
GOV,REB,-4.0
MED,,1.9
,MED,7.0
MED,,7.0
,REB,4.0
,REB,8.0
REB,,4.0
,MED,2.8
,REB,3.4
,GOV,0.0
MIL,,-2.0
GOV,,3.0
,GOV,0.0
MIL,,1.9
GOV,,0.0
GOV,,0.0
GOV,,1.0
GOV,GOV,3.0
,MIL,2.8
,GOV,3.0
CRM,,3.0
ELI,,1.0
GOV,,7.0
,GOV,7.0
GOV,,7.0
,GOV,7.0
,GOV,-2.0
GOV,,8.0
EDU,,3.4
,GOV,1.0
GOV,,-4.0
GOV,,1.0
,MED,3.5
GOV,,2.8
,GOV,1.9
CVL,,2.8
MED,,3.5
GOV,,6.0
GOV,,-0.4
,GOV,1.0
,ELI,1.0
,GOV,-4.0
GOV,,7.0
,GOV,8.0
GOV,GOV,1.0
OPP,,0.0
,BUS,0.0
GOV,,-2.0
,GOV,4.0
GOV,GOV,1.0
REB,,0.0
REB,,-6.5
GOV,,0.0
,CVL,3.0
,CVL,1.0
REB,,2.8
,MIL,1.9
GOV,,4.0
,REB,1.9
CVL,,1.0
MIL,,2.8
,JUD,3.4
,MIL,1.9
,JUD,3.4
CVL,,-4.0
,JUD,-2.0
,CVL,-4.0
REB,GOV,1.0
GOV,,4.0
,REB,1.9
JUD,,-2.0
,CVL,1.9
,MIL,1.9
GOV,,3.0
REB,,0.0
ELI,,4.0
GOV,GOV,3.0
,JUD,5.2
GOV,,1.0
JUD,,0.0
,GOV,1.0
GOV,,-5.0
,LEG,-2.0
,CVL,4.0
CVL,,4.0
GOV,,0.0
GOV,,3.0
,GOV,3.0
LEG,,3.0
,GOV,1.9
GOV,,2.8
JUD,,5.2
,GOV,2.8
,GOV,0.4
,GOV,2.8
,GOV,-5.0
,GOV,-2.0
,JUD,5.2
REB,GOV,2.8
REB,,2.8
GOV,REB,1.9
,REB,1.9
,REB,1.9
GOV,,1.9
,GOV,2.8
GOV,,0.0
,GOV,-0.4
,GOV,3.0
HLH,,4.0
,HLH,4.0
GOV,GOV,2.8
GOV,GOV,1.9
LEG,,3.4
MIL,,-4.4
,MIL,3.4
GOV,,5.0
GOV,,0.0
GOV,,1.9
,GOV,0.0
,GOV,0.0
,GOV,4.0
GOV,,-5.0
GOV,,4.0
GOV,,4.0
JUD,,5.2
,GOV,2.8
GOV,,0.0
,GOV,0.0
EDU,,0.0
,JUD,2.8
GOV,,1.0
JUD,,1.9
GOV,,-4.0
,GOV,-2.0
REB,,4.0
,GOV,4.0
,GOV,1.0
GOV,,1.0
GOV,REB,8.0
,GOV,1.0
REB,GOV,2.8
,,0.0
REB,GOV,8.0
GOV,,6.0
GOV,,7.0
GOV,,0.0
GOV,,1.9
,GOV,7.0
GOV,,7.0
,GOV,7.0
GOV,,7.0
,GOV,2.8
GOV,,0.0
,GOV,-5.0
GOV,GOV,0.0
GOV,,1.9
,GOV,2.8
,GOV,7.0
,MIL,4.0
,MIL,3.4
GOV,GOV,4.0
GOV,,-4.0
GOV,,4.0
REB,UAF,1.0
LAB,,-0.4
GOV,,-4.0
,REB,0.0
,REB,0.0
REB,,-10.0
,GOV,3.4
GOV,CVL,7.4
REB,,6.0
,,-2.0
,LAB,-0.4
SPY,REB,0.0
MIL,,4.0
UAF,REB,1.0
,GOV,-5.0
REB,REB,3.4
REB,,-10.0
REB,,5.0
GOV,,0.0
GOV,,1.9
GOV,,4.0
,GOV,0.0
,GOV,2.8
GOV,,0.0
MED,,1.0
GOV,,3.0
GOV,,3.0
,GOV,3.4
REB,,5.0
GOV,GOV,0.0
GOV,GOV,4.0
,GOV,2.8
,GOV,1.0
GOV,,1.0
,MIL,4.0
,SPY,-5.0
REB,REB,3.0
BUS,,1.0
,BUS,1.0
,,0.0
REB,REB,5.0
,,7.0
,,7.0
,GOV,0.4
,GOV,-2.0
,LEG,3.4
,CRM,0.0
,GOV,3.0
GOV,,0.0
GOV,REB,0.0
LEG,,0.0
LEG,,3.0
MED,,3.5
REB,,-6.5
GOV,,1.9
GOV,,-9.5
GOV,,4.0
GOV,,1.9
GOV,,4.0
GOV,,1.9
,GOV,2.8
,GOV,2.8
GOV,,3.4
GOV,,-0.4
SPY,REB,0.0
,REB,0.0
BUS,,0.0
GOV,,1.9
,MED,3.5
,,0.0
GOV,,8.0
GOV,GOV,4.0
,GOV,4.0
GOV,,0.0
GOV,,4.0
GOV,,4.0
GOV,GOV,7.4
REB,,-2.0
REB,REB,-2.0
,GOV,4.0
GOV,,0.0
,GOV,1.0
GOV,,1.0
,GOV,2.8
,GOV,8.0
GOV,GOV,1.9
GOV,,1.9
GOV,,2.8
LEG,,0.0
,GOV,-2.0
GOV,GOV,2.8
GOV,,1.9
,GOV,3.5
REB,,5.0
,GOV,1.9
GOV,,3.4
CVL,,-10.0
,GOV,2.8
GOV,,1.9
,GOV,-2.0
MIL,,7.4
,REB,-10.0
GOV,,-5.0
,GOV,-4.0
CVL,,-2.0
,GOV,-5.0
,REB,8.0
REB,,8.0
JUD,,-4.0
MIL,REB,-10.0
GOV,,7.4
GOV,,4.0
,REB,8.0
,GOV,7.0
REB,GOV,4.0
GOV,REB,4.0
REB,REB,5.0
,ELI,-9.5
GOV,,3.4
REB,,-2.0
REB,,5.0
REB,REB,4.0
,GOV,4.0
EDU,,-0.4
,GOV,0.0
,,3.0
,,3.0
GOV,,7.0
,REB,-2.0
GOV,MIL,-2.0
REB,,8.0
EDU,,-6.5
,REB,0.0
GOV,,0.0
GOV,,1.9
,GOV,2.8
GOV,,3.0
GOV,,-2.0
,GOV,3.0
,REB,4.0
,GOV,0.0
,REB,-10.0
,GOV,4.0
GOV,,4.0
GOV,MIL,0.0
REB,GOV,8.0
GOV,REB,8.0
ELI,,7.0
LEG,JUD,-2.0
EDU,,-0.4
,GOV,-7.0
,GOV,3.4
COP,,-2.0
,GOV,2.8
BUS,,6.0
ELI,,1.0
GOV,,-5.0
,,3.0
,GOV,7.4
,GOV,-10.0
,ELI,1.0
,,3.0
GOV,REB,0.0
GOV,GOV,-2.0
GOV,,-10.0
MED,,0.0
GOV,,1.0
REB,,-5.0
REB,REB,5.0
,ELI,7.0
,MIL,3.4
,MIL,4.0
MED,,-2.0
REB,,-2.0
REB,,5.0
LEG,REB,4.0
REB,REB,-10.0
REB,REB,-2.0
REB,,-4.4
REB,,-5.0
,GOV,1.0
,REB,3.4
GOV,,3.0
,REB,3.4
GOV,REB,-7.0
,REB,8.0
,GOV,3.5
MIL,,7.0
GOV,,3.5
GOV,,1.0
GOV,REB,-2.0
REB,,5.0
GOV,REB,-2.0
,,-5.0
,GOV,4.0
REB,,8.0
,GOV,1.0
MIL,,0.4
OPP,,2.8
,GOV,4.0
REB,,5.0
REB,REB,3.4
,GOV,0.0
REB,REB,3.4
,MIL,7.0
,JUD,3.0
REB,,0.0
,GOV,4.0
,OPP,0.0
GOV,,-6.5
,GOV,3.4
REB,REB,3.4
,GOV,0.0
,EDU,0.4
,REB,-9.0
,GOV,4.0
,GOV,4.0
,OPP,1.9
,REB,3.4
GOV,,-0.4
GOV,MIL,-2.0
MIL,,0.0
,MIL,3.4
,,-2.0
,GOV,2.8
GOV,REB,8.0
,GOV,-0.4
,GOV,4.0
CRM,,-2.0
GOV,,4.0
,GOV,4.0
GOV,,4.0
,GOV,1.9
,GOV,7.0
GOV,,2.8
GOV,,3.4
GOV,,3.0
CVL,,5.0
,JUD,-5.0
,MIL,-2.0
,REB,-2.0
GOV,MIL,-2.0
,JUD,0.0
REB,REB,3.4
JUD,,3.0
REB,GOV,8.0
GOV,,1.9
ELI,,1.0
,GOV,-2.0
,GOV,-2.0
,GOV,7.0
GOV,,7.0
,,8.0
,,8.0
,REB,-10.0
REB,REB,3.4
,GOV,3.5
GOV,,-5.0
REB,,1.0
,REB,-10.0
,GOV,7.0
,GOV,3.5
GOV,,3.5
REB,,-2.0
GOV,,3.5
REB,GOV,3.5
REB,REB,-2.0
,ELI,1.0
JUD,,0.0
,GOV,0.0
GOV,,3.4
MED,,3.0
,GOV,-4.0
,REB,4.0
CVL,,0.0
,GOV,-2.0
,REB,3.4
,REB,8.0
REB,,4.0
REB,,8.0
JUD,CRM,7.0
GOV,,2.8
GOV,,1.0
,COP,1.0
COP,,1.0
,GOV,1.0
,GOV,0.0
,REB,-5.0
JUD,ELI,7.0
JUD,,7.0
CRM,JUD,2.8
JUD,,0.0
JUD,CRM,1.9
,GOV,7.0
GOV,,3.0
GOV,,7.0
,GOV,-4.4
GOV,REB,3.5
,REB,3.5
,GOV,-4.0
HLH,,0.0
GOV,,1.0
,GOV,1.0
,GOV,0.0
REB,GOV,4.0
REB,,4.0
GOV,,3.4
,GOV,8.0
GOV,,8.0
GOV,,0.0
,JUD,5.0
,ELI,1.0
,GOV,1.0
,GOV,7.0
ELI,,1.0
GOV,,1.0
REB,,3.5
REB,GOV,3.5
REB,,3.4
,REB,8.0
REB,,-2.0
REB,GOV,8.0
GOV,,1.0
,GOV,1.0
,GOV,-4.4
,MIL,0.0
GOV,REB,8.0
COP,,2.8
,COP,1.9
GOV,,3.4
REB,,8.0
,MIL,7.4
REB,,4.0
,MIL,7.4
JUD,,-2.0
,MED,-5.0
REB,,8.0
MIL,,7.4
,REB,8.0
,REB,-0.4
REB,,4.0
,REB,4.0
COP,,-10.0
CVL,,3.4
GOV,,0.0
REB,,4.0
GOV,,6.0
,CVL,-4.4
,REB,4.0
,REB,4.0
MIL,MIL,7.4
,GOV,4.0
,GOV,3.2
,GOV,1.9
CVL,,0.0
CVL,REB,1.0
GOV,,3.0
CVL,REB,1.0
GOV,,4.0
GOV,,2.8
BUS,,1.0
,REB,1.0
MIL,,5.2
GOV,,0.0
GOV,,2.8
GOV,,2.8
,GOV,1.9
,GOV,1.9
CVL,,3.0
EDU,,0.0
REB,,-9.0
REB,,7.0
CVL,,-2.0
,BUS,1.0
,GOV,2.8
MIL,,-5.0
GOV,REB,8.0
REB,GOV,8.0
,MIL,3.5
MIL,,3.5
GOV,,1.9
COP,,-10.0
,ELI,-2.0
GOV,,-10.0
GOV,,-7.0
REF,,5.0
GOV,,0.0
GOV,,8.0
GOV,,3.0
,MED,-5.0
,GOV,8.0
,GOV,0.0
,MED,-9.0
,GOV,3.5
GOV,,1.0
,CVL,0.4
,GOV,3.0
,GOV,3.4
,GOV,3.4
REB,GOV,5.0
GOV,,4.0
LEG,,-4.4
REB,,-2.0
,GOV,0.0
CVL,,-2.0
COP,,-5.0
GOV,,4.0
REB,,-2.0
REB,,3.0
JUD,,-5.0
GOV,,0.0
EDU,,0.0
GOV,,4.0
,GOV,7.0
GOV,,2.8
GOV,,3.4
GOV,,3.4
LEG,,-4.4
,REB,-4.4
MED,,0.0
,GOV,1.9
REB,LEG,-4.4
GOV,,5.0
,REB,-9.5
GOV,,-0.3
GOV,,-5.6
,LEG,3.5
LEG,REB,3.5
MIL,,-2.0
GOV,GOV,4.0
,GOV,-10.0
AGR,,4.0
,REB,1.0
,MED,1.0
GOV,,7.4
CVL,,1.0
GOV,,-0.3
LEG,REB,3.5
,MED,-10.0
,GOV,2.8
,GOV,-5.0
GOV,,1.9
GOV,REB,4.0
LEG,REB,1.0
REB,,0.0
REB,,0.0
REB,GOV,0.0
REB,GOV,0.0
,GOV,3.4
MED,,2.8
REB,GOV,5.0
MIL,,3.4
MIL,GOV,0.0
MIL,GOV,3.4
,GOV,0.0
GOV,,4.0
GOV,,0.0
GOV,,1.0
GOV,,-5.0
GOV,,-4.4
,GOV,-2.0
,REB,-4.0
,GOV,8.0
,CVL,1.9
,CVL,3.4
,LEG,4.0
GOV,,8.0
LEG,,4.0
,GOV,3.4
REB,,-10.0
,REB,-10.0
GOV,,2.8
,GOV,-2.0
,GOV,7.0
REB,REB,-10.0
REB,,-10.0
,REB,-10.0
REB,REB,9.0
,GOV,1.9
,REB,4.0
REB,GOV,5.0
CVL,,2.8
REB,,5.0
,REB,-10.0
REB,,4.0
,REB,2.8
,CVL,1.0
REB,,1.9
REB,,-9.0
,REB,-10.0
GOV,REB,-10.0
REB,,3.0
,LAB,4.0
LEG,,-5.0
LEG,,-2.0
,CVL,0.0
LEG,,-7.0
LEG,,-4.4
REB,GOV,-10.0
,BUS,2.8
LAB,,4.0
GOV,,-5.0
,REB,-10.0
MIL,REB,-10.0
,REB,3.0
,JUD,-5.0
,GOV,8.0
GOV,,3.5
GOV,,8.0
GOV,,-2.0
REB,,8.0
LEG,,3.0
,REB,1.0
,GOV,-2.0
GOV,,-2.0
,,7.4
GOV,,-4.4
,GOV,-5.0
,GOV,-6.5
REB,,1.0
,GOV,2.8
,GOV,8.0
GOV,,0.0
GOV,,8.0
,GOV,3.4
GOV,,3.4
GOV,,7.0
,REB,7.0
,COP,1.0
,COP,7.0
GOV,,3.5
GOV,,3.0
,GOV,0.0
,MED,-10.0
CVL,,3.0
,CVL,3.0
COP,,3.4
HLH,,1.9
,REB,-4.0
,LEG,0.0
,REB,-2.0
,LEG,0.0
,REB,-5.0
LEG,,3.4
,REB,-4.0
REB,REB,7.0
,HLH,2.8
COP,,3.0
REB,LEG,-6.5
REB,REB,-6.5
,REB,1.0
REB,GOV,3.0
GOV,,7.0
LEG,,-4.0
,REB,4.5
,REB,8.0
REB,,8.0
GOV,,-10.0
REB,GOV,3.0
COP,,-10.0
,GOV,0.0
,GOV,3.4
CRM,,-0.4
,HLH,4.0
,GOV,7.0
REB,,0.0
REB,,1.0
GOV,MIL,8.0
,GOV,-4.0
GOV,,-2.0
REB,,4.0
MED,,3.4
COP,,3.0
,COP,7.0
,EDU,7.0
,REB,-4.0
,REB,-2.0
,LEG,0.0
COP,,7.0
EDU,,7.0
,REB,3.0
COP,,-10.0
,GOV,0.0
,GOV,2.8
,GOV,-0.4
REB,,1.0
REB,,4.0
,REB,1.0
,GOV,-4.0
REB,,4.0
,REB,4.0
GOV,,1.9
,GOV,-2.0
,GOV,3.2
COP,,-10.0
,GOV,5.0
REB,REB,-10.0
REB,GOV,-2.0
,LAB,3.4
,EDU,7.0
REB,,-2.0
REB,,1.9
REB,REB,0.0
,GOV,1.9
,GOV,1.9
GOV,,2.8
GOV,,2.8
CVL,,1.0
,CVL,1.0
,REB,4.0
REB,,4.0
,GOV,-2.0
GOV,,-5.0
REB,GOV,-5.0
,REB,-5.0
REB,GOV,-2.0
GOV,,3.0
LEG,REB,-4.0
COP,,7.0
EDU,,7.0
,COP,7.0
,GOV,0.0
GOV,,5.0
GOV,,7.0
REB,,-2.0
REB,GOV,-5.0
REB,UAF,3.4
,REB,-5.0
,GOV,-2.0
LEG,REB,4.0
,REB,2.8
GOV,REB,2.8
REB,GOV,1.9
REB,GOV,-2.0
,REB,4.5
,GOV,-10.0
,REB,8.0
REB,,8.0
BUS,,3.0
LEG,REB,-2.0
REB,,1.0
CVL,,4.0
REB,,0.0
,REB,1.0
,GOV,3.5
GOV,,7.0
REB,UAF,3.4
COP,,-2.0
LEG,,1.0
,GOV,3.0
,JUD,0.0
GOV,,3.0
REB,,2.8
EDU,,2.8
,REB,-2.0
,REB,1.9
JUD,,3.0
GOV,,-5.0
JUD,,-2.0
REB,UAF,-10.0
,GOV,-10.0
,COP,0.0
,MIL,3.0
,MIL,1.0
GOV,,5.0
MIL,,1.0
MIL,REB,5.2
MIL,REB,3.5
REB,MIL,3.5
,JUD,7.0
JUD,,7.0
,EDU,1.9
CVL,,0.0
,GOV,3.0
JUD,,0.0
,COP,0.0
,JUD,3.0
,MIL,3.4
,REB,0.0
GOV,MIL,3.4
REB,GOV,5.2
,JUD,3.0
,JUD,0.0
,MED,1.0
MED,,1.0
GOV,REB,3.4
GOV,MIL,3.4
,MIL,3.4
COP,,0.0
,MED,1.0
REB,,5.2
MIL,,1.9
,MIL,2.8
,MIL,0.0
,GOV,1.0
MIL,,-10.0
LEG,,0.4
GOV,,1.0
GOV,,-9.5
GOV,,0.0
UAF,,-10.0
UAF,,-10.0
,GOV,-9.0
CRM,,-5.0
,MIL,0.0
MIL,,2.8
REB,,3.4
REB,MIL,3.4
,BUS,0.0
MIL,BUS,0.0
,MIL,1.9
,MIL,2.8
ELI,,5.0
,CRM,-0.4
COP,,-5.0
,REB,4.0
REB,,4.0
COP,,7.0
MIL,,0.0
GOV,GOV,8.0
MIL,,-2.0
MIL,,1.9
,GOV,5.0
GOV,,3.4
MIL,,-10.0
GOV,,-2.0
ELI,,3.0
COP,,-2.0
GOV,,1.9
,GOV,2.8
MIL,REB,-5.6
GOV,,0.0
REB,GOV,3.5
,GOV,3.0
CVL,,3.0
GOV,GOV,0.0
REB,GOV,-5.0
GOV,,3.4
,GOV,0.0
GOV,,0.0
,GOV,3.0
GOV,,-4.0
REB,,0.0
,MIL,-2.0
GOV,,-2.0
MIL,,0.4
JUD,,3.0
MIL,,2.8
LAB,,1.9
,JUD,3.0
,REB,3.4
GOV,GOV,0.0
REB,GOV,4.0
GOV,REB,4.0
,REB,3.5
,MIL,1.9
GOV,REB,3.5
GOV,GOV,3.4
REB,,3.5
COP,,-5.0
CVL,,1.9
JUD,,3.0
REB,,9.0
REB,,1.9
,REB,2.8
COP,,-2.0
,CVL,2.8
MIL,,0.0
GOV,GOV,4.0
,GOV,4.0
GOV,,-0.4
,GOV,4.0
GOV,,4.0
GOV,GOV,4.0
,MED,3.4
,MED,-10.0
,GOV,3.4
MIL,REB,-9.0
REB,,-10.0
REB,,-10.0
,JUD,3.0
,MIL,2.8
,GOV,3.0
JUD,,0.4
GOV,REB,8.0
MIL,,1.9
REB,,1.9
,REB,3.4
REB,GOV,8.0
GOV,REB,8.0
,GOV,-4.0
,CVL,-2.0
MED,,-10.0
GOV,,4.0
GOV,,4.0
REB,,9.0
,LEG,1.0
LEG,,1.0
MED,,-10.0
,REB,-9.0
,OPP,-2.0
,COP,-5.0
,GOV,3.0
,REB,2.8
,MIL,-2.0
,GOV,2.8
,GOV,3.4
GOV,,1.9
,REB,1.9
,,1.0
REB,,2.8
,REB,-10.0
,MED,-10.0
,GOV,-4.4
GOV,,4.0
REB,,4.0
BUS,,3.0
GOV,,3.0
,COP,-5.0
REB,GOV,8.0
BUS,,3.0
,GOV,5.0
ELI,,5.0
GOV,,-4.4
,REB,-4.0
LEG,,3.0
COP,,-2.0
,GOV,1.0
GOV,,1.0
GOV,GOV,1.0
JUD,,6.0
,GOV,3.4
,GOV,1.0
GOV,,1.0
,CVL,-5.0
,GOV,3.0
GOV,,-0.4
,GOV,6.0
,COP,-5.0
GOV,,7.0
GOV,,4.0
GOV,,7.0
,,1.0
,REB,0.0
,REB,-9.0
REB,,5.0
,,1.0
REB,,5.0
JUD,,-2.0
GOV,,-5.0
GOV,,-2.0
,REB,3.4
REB,,1.9
,REB,-9.0
,REB,2.8
CVL,,3.4
REB,GOV,4.0
GOV,REB,4.0
GOV,,4.0
,GOV,4.0
GOV,,-10.0
,REB,-2.0
,GOV,-10.0
,REB,-4.0
GOV,,3.0
COP,,0.0
GOV,,1.0
,GOV,1.0
,GOV,-2.0
COP,,7.0
,CVL,-2.0
JUD,,-0.4
,GOV,0.0
GOV,,1.0
,GOV,1.0
,REB,-2.0
,GOV,3.0
COP,,-5.0
,REB,2.8
GOV,GOV,1.0
GOV,REB,4.0
,REB,4.0
,REB,-10.0
,GOV,3.0
,,4.0
,MED,7.0
GOV,MIL,-2.0
,MIL,-2.0
GOV,,-2.0
,,1.0
,,1.0
REB,,1.9
GOV,,4.0
,GOV,4.0
GOV,,1.9
,GOV,3.4
,GOV,2.8
,REB,3.4
,LEG,1.0
REB,,9.0
REB,,1.9
,REB,2.8
COP,,-2.0
GOV,REB,-4.4
GOV,,0.4
GOV,REB,1.0
,GOV,4.0
,REB,0.0
,JUD,3.0
JUD,,3.0
GOV,,7.0
,REB,-4.0
GOV,REB,0.0
GOV,REB,2.8
,GOV,2.8
GOV,,0.0
GOV,,1.9
,GOV,2.8
GOV,,1.9
,BUS,4.0
REB,GOV,1.9
,GOV,4.0
,REB,-9.0
GOV,REB,-0.4
GOV,,4.0
,,4.0
,,4.0
,GOV,-4.0
GOV,REB,4.0
REB,GOV,4.0
,REB,-4.0
JUD,,7.0
GOV,,6.0
GOV,GOV,4.0
JUD,,0.0
GOV,REB,7.0
REB,,-9.0
REB,GOV,4.0
REB,GOV,7.0
,REB,-9.0
GOV,REB,4.0
REB,,4.0
,REB,4.0
,GOV,-2.0
REB,,4.0
,GOV,4.0
,REB,8.0
MIL,,8.0
,MIL,8.0
,JUD,-5.0
REB,,4.0
GOV,,0.4
GOV,,4.0
,REB,8.0
,GOV,1.0
,GOV,6.0
REB,,8.0
GOV,,4.0
REB,REB,4.0
,JUD,0.0
GOV,,7.0
,REB,-4.0
,REB,-4.0
,GOV,2.8
REB,REB,5.0
,,6.0
,GOV,6.0
GOV,,1.9
,REB,-9.0
GOV,,0.4
COP,,-5.0
GOV,,7.0
MIL,,7.0
GOV,GOV,7.0
,GOV,7.0
GOV,,-0.4
GOV,,4.0
,GOV,4.0
,COP,-5.0
GOV,,-4.0
REB,GOV,4.0
GOV,REB,4.0
,CRM,-2.0
,GOV,3.0
REB,GOV,4.0
GOV,,3.4
,GOV,2.8
REB,REB,5.0
REB,,8.0
REB,,-9.0
,REB,0.0
REB,,-9.0
GOV,,1.9
REB,,-9.0
REB,,7.0
REB,,8.0
GOV,,1.0
,GOV,4.0
GOV,,4.0
,GOV,7.0
GOV,REB,4.0
REB,GOV,4.0
GOV,,-2.0
GOV,,0.0
GOV,,1.0
GOV,GOV,1.0
,GOV,1.0
REB,,1.9
,REB,2.8
REB,REB,9.0
,GOV,1.0
GOV,REB,4.0
GOV,,7.0
REB,GOV,8.0
GOV,,4.0
,COP,-0.4
REB,,6.0
REB,,7.0
REB,,3.0
,GOV,4.0
GOV,REB,8.0
,GOV,4.0
CRM,,-2.0
,EDU,6.0
,JUD,1.9
,JUD,1.9
GOV,,4.0
JUD,,2.8
JUD,,2.8
,JUD,6.0
,GOV,4.0
GOV,,0.0
,JUD,6.0
,GOV,4.0
,JUD,0.0
COP,,-0.4
,COP,-5.0
,GOV,1.9
GOV,,2.8
,,0.0
,GOV,-4.0
REB,GOV,-4.0
JUD,,0.0
,GOV,5.0
,GOV,3.4
REB,MIL,9.0
GOV,,3.5
,JUD,0.0
,GOV,3.5
GOV,REB,3.4
REB,,-0.4
,COP,-5.0
MIL,,-5.0
,MIL,7.0
,GOV,8.0
,JUD,0.0
,JUD,-2.0
GOV,,0.0
GOV,,7.0
GOV,,8.0
,GOV,1.0
,,1.0
,,7.0
JUD,,-5.0
,,1.0
,,7.0
,REB,3.4
,GOV,3.0
GOV,,1.0
,,6.0
MIL,,8.0
,MIL,8.0
MIL,,8.0
,MIL,8.0
CRM,,-10.0
,LEG,1.0
LEG,,1.0
,GOV,7.0
,GOV,2.8
GOV,,7.0
,GOV,7.0
,GOV,0.0
COP,,-4.0
MIL,,9.0
REB,,1.9
,,1.0
,,1.0
,JUD,-5.0
GOV,,4.0
,REB,2.8
GOV,,3.4
,ELI,1.0
,MIL,7.0
GOV,GOV,7.0
,GOV,2.8
,GOV,1.0
GOV,,1.9
GOV,,7.0
GOV,,0.0
ELI,,1.0
,GOV,-4.0
MIL,,7.0
MIL,,7.0
,LEG,7.0
,CVL,0.0
GOV,,4.0
,GOV,4.0
,REB,2.8
,GOV,4.0
,GOV,3.4
REB,,1.9
GOV,,3.5
,GOV,2.8
,JUD,-5.0
,REB,1.0
REB,,1.0
,CVL,0.0
GOV,,3.4
LEG,,3.0
MIL,,7.0
BUS,,3.0
,COP,-5.0
,GOV,-2.0
,GOV,3.4
JUD,,-5.0
,CVL,-2.0
,GOV,3.4
GOV,,4.0
MIL,,8.0
COP,,-9.0
,GOV,-4.0
,GOV,4.0
HLH,,-4.0
HLH,,7.0
LEG,,3.4
CVL,,1.9
MIL,,-5.0
MNC,,0.0
MNC,,3.0
,CRM,-2.0
,CVL,2.8
GOV,,7.0
,GOV,7.0
,GOV,6.0
MNC,MNC,3.0
,REB,3.4
,MIL,8.0
MIL,,8.0
,MIL,8.0
JUD,,0.0
,REB,2.8
REB,,1.9
,GOV,3.5
REB,REB,-2.0
JUD,,4.0
MIL,GOV,7.0
,JUD,4.0
,CVL,-2.0
,REB,1.0
MIL,,7.0
MIL,,3.4
REB,,1.0
,MIL,7.0
COP,,-9.0
GOV,GOV,0.0
,CRM,6.4
GOV,,1.9
,GOV,2.8
,GOV,0.0
GOV,MIL,7.0
,REB,1.0
GOV,MIL,7.0
REB,,-10.0
COP,,-5.0
,CVL,0.0
,MIL,7.0
,GOV,3.4
REB,,5.0
REB,,4.0
REB,,0.0
,CRM,-2.0
GOV,,1.9
